Body
Date,Weight,BMI,Fat
"2017-08-26","160.0","23.17",""
"2018-03-27","146.0","21.14",""
"2019-08-09","158.0","22.88",""
"2021-02-16","155.4","22.5",""

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2019-09-18 5:42 AM","2019-09-18 6:58 AM","65","10","0","76","N/A","N/A","N/A"
"2019-09-18 10:37 PM","2019-09-19 6:36 AM","417","61","28","478","47","296","74"
"2019-09-19 9:58 PM","2019-09-20 6:00 AM","461","21","1","482","N/A","N/A","N/A"
"2019-09-20 11:54 PM","2019-09-21 7:44 AM","447","23","2","470","N/A","N/A","N/A"
"2019-09-21 10:23 PM","2019-09-22 6:56 AM","449","64","26","513","61","286","102"
"2019-09-22 10:49 PM","2019-09-23 6:34 AM","421","44","30","465","58","276","87"
"2019-09-23 10:01 PM","2019-09-24 6:39 AM","495","21","0","518","N/A","N/A","N/A"
"2019-09-24 10:12 PM","2019-09-25 6:42 AM","486","23","0","509","N/A","N/A","N/A"
"2019-09-25 10:05 PM","2019-09-26 6:27 AM","448","54","26","502","74","279","95"
"2019-09-26 10:43 PM","2019-09-27 6:21 AM","413","45","27","458","59","252","102"
"2019-09-27 11:59 PM","2019-09-28 6:38 AM","370","29","2","399","N/A","N/A","N/A"
"2019-09-28 11:04 PM","2019-09-29 7:06 AM","461","18","0","481","N/A","N/A","N/A"
"2019-09-29 10:41 PM","2019-09-30 6:19 AM","415","43","28","458","71","261","83"
"2019-09-30 10:41 PM","2019-10-01 5:25 AM","361","43","19","404","65","213","83"
"2019-10-01 10:56 PM","2019-10-02 6:29 AM","405","48","27","453","73","229","103"
"2019-10-05 12:27 AM","2019-10-05 6:23 AM","346","10","1","356","N/A","N/A","N/A"
"2019-10-05 11:23 PM","2019-10-06 6:36 AM","406","23","1","432","N/A","N/A","N/A"
"2019-10-06 10:30 PM","2019-10-07 5:49 AM","417","22","2","439","N/A","N/A","N/A"
"2019-10-07 10:39 PM","2019-10-08 6:10 AM","432","19","0","451","N/A","N/A","N/A"
"2019-10-08 11:08 PM","2019-10-09 6:24 AM","383","53","27","436","42","264","77"
"2019-10-09 10:31 PM","2019-10-10 6:39 AM","449","39","25","488","81","259","109"
"2019-10-10 10:43 PM","2019-10-11 5:58 AM","383","52","18","435","84","190","109"
"2019-10-13 12:28 AM","2019-10-13 7:06 AM","383","12","1","397","N/A","N/A","N/A"
"2019-10-13 10:27 PM","2019-10-14 6:38 AM","466","24","1","490","N/A","N/A","N/A"
"2019-10-14 10:02 PM","2019-10-15 2:53 AM","275","16","0","291","N/A","N/A","N/A"
"2019-10-14 10:02 PM","2019-10-15 2:53 AM","275","16","0","291","N/A","N/A","N/A"
"2019-10-15 10:06 PM","2019-10-16 6:48 AM","457","65","31","522","54","283","120"
"2019-10-17 12:19 AM","2019-10-17 6:41 AM","339","43","23","382","23","236","80"
"2019-10-17 9:34 PM","2019-10-18 6:11 AM","448","69","24","517","63","261","124"
"2019-10-18 9:55 PM","2019-10-19 5:50 AM","401","74","25","475","69","235","97"
"2019-10-19 9:59 PM","2019-10-20 5:20 AM","390","50","20","440","60","247","83"
"2019-10-20 11:28 PM","2019-10-21 5:40 AM","329","43","17","372","71","146","112"
"2019-10-21 10:48 PM","2019-10-22 5:56 AM","372","55","23","427","45","246","81"
"2019-10-22 9:57 PM","2019-10-23 6:37 AM","455","64","24","519","88","243","124"
"2019-10-23 10:21 PM","2019-10-24 6:21 AM","437","43","26","480","133","195","109"
"2019-10-24 10:40 PM","2019-10-25 6:14 AM","433","21","2","454","N/A","N/A","N/A"
"2019-10-26 1:34 AM","2019-10-26 5:59 AM","246","17","1","265","N/A","N/A","N/A"
"2019-10-26 11:09 PM","2019-10-27 7:05 AM","456","20","2","476","N/A","N/A","N/A"
"2019-10-27 9:49 PM","2019-10-28 7:07 AM","462","96","31","558","57","282","123"
"2019-10-28 10:23 PM","2019-10-29 5:15 AM","355","57","17","412","59","219","77"
"2019-10-29 10:29 PM","2019-10-30 7:00 AM","456","55","24","511","96","299","61"
"2019-10-30 10:48 PM","2019-10-31 7:21 AM","430","83","23","513","40","307","83"
"2019-10-31 10:06 PM","2019-11-01 7:13 AM","515","31","2","546","N/A","N/A","N/A"
"2019-11-01 11:59 PM","2019-11-02 8:01 AM","458","24","1","482","N/A","N/A","N/A"
"2019-11-02 11:24 PM","2019-11-03 7:17 AM","394","79","18","473","51","282","61"
"2019-11-03 10:54 PM","2019-11-04 6:57 AM","406","77","28","483","31","301","74"
"2019-11-04 10:35 PM","2019-11-05 6:58 AM","482","18","0","503","N/A","N/A","N/A"
"2019-11-06 12:09 AM","2019-11-06 7:29 AM","397","34","5","440","N/A","N/A","N/A"
"2019-11-06 10:28 PM","2019-11-07 6:32 AM","471","13","0","484","N/A","N/A","N/A"
"2019-11-07 10:57 PM","2019-11-08 6:11 AM","375","59","15","434","39","236","100"
"2019-11-08 10:01 PM","2019-11-09 6:58 AM","479","58","41","537","103","267","109"
"2019-11-09 11:40 PM","2019-11-10 7:51 AM","474","16","0","490","N/A","N/A","N/A"
"2019-11-10 10:53 PM","2019-11-11 7:54 AM","414","126","25","540","38","290","86"
"2019-11-11 11:03 PM","2019-11-12 8:20 AM","465","92","33","557","63","333","69"
"2019-11-12 11:27 PM","2019-11-13 7:46 AM","396","102","19","498","5","313","78"
"2019-11-14 12:50 AM","2019-11-14 7:02 AM","359","13","1","372","N/A","N/A","N/A"
"2019-11-14 12:50 AM","2019-11-14 7:02 AM","359","13","1","372","N/A","N/A","N/A"
"2019-11-15 12:27 AM","2019-11-15 7:55 AM","416","32","2","448","N/A","N/A","N/A"
"2019-11-15 10:34 PM","2019-11-16 7:25 AM","456","75","20","531","101","288","67"
"2019-11-16 10:46 PM","2019-11-17 7:32 AM","422","104","24","526","82","275","65"
"2019-11-19 10:51 PM","2019-11-20 6:59 AM","448","36","3","488","N/A","N/A","N/A"
"2019-11-20 9:57 PM","2019-11-21 6:30 AM","471","33","3","513","N/A","N/A","N/A"
"2019-11-22 1:06 AM","2019-11-22 7:03 AM","337","20","1","357","N/A","N/A","N/A"
"2019-11-22 11:11 PM","2019-11-23 6:59 AM","406","62","5","468","N/A","N/A","N/A"
"2019-11-23 11:26 PM","2019-11-24 7:00 AM","368","85","17","453","100","209","59"
"2019-11-24 10:43 PM","2019-11-25 6:22 AM","405","54","20","459","92","246","67"
"2019-11-25 10:44 PM","2019-11-26 7:48 AM","462","82","9","544","N/A","N/A","N/A"
"2019-11-26 10:46 PM","2019-11-27 6:28 AM","402","59","21","461","92","248","62"
"2019-11-28 12:19 AM","2019-11-28 6:39 AM","301","78","20","379","50","190","61"
"2019-11-28 11:19 PM","2019-11-29 7:06 AM","423","42","3","467","N/A","N/A","N/A"
"2019-11-30 1:19 AM","2019-11-30 7:17 AM","290","68","16","358","10","255","25"
"2019-11-30 11:33 PM","2019-12-01 8:30 AM","428","108","21","536","27","298","103"
"2019-12-01 11:58 PM","2019-12-02 7:14 AM","324","112","16","436","7","248","69"
"2019-12-03 12:05 AM","2019-12-03 6:40 AM","348","47","5","395","N/A","N/A","N/A"
"2019-12-03 10:44 PM","2019-12-04 7:16 AM","467","44","5","511","N/A","N/A","N/A"
"2019-12-04 10:37 PM","2019-12-05 6:23 AM","393","73","22","466","63","216","114"
"2019-12-05 10:41 PM","2019-12-06 6:56 AM","422","72","29","494","103","227","92"
"2019-12-07 12:30 AM","2019-12-07 8:51 AM","432","69","18","501","39","316","77"
"2019-12-12 12:33 AM","2019-12-12 7:00 AM","359","28","5","387","N/A","N/A","N/A"
"2019-12-12 11:29 PM","2019-12-13 6:24 AM","372","42","5","415","N/A","N/A","N/A"
"2019-12-14 12:01 AM","2019-12-14 7:59 AM","448","30","3","478","N/A","N/A","N/A"
"2019-12-14 12:01 AM","2019-12-14 7:59 AM","448","30","3","478","N/A","N/A","N/A"
"2019-12-14 11:42 PM","2019-12-15 7:40 AM","434","44","6","478","N/A","N/A","N/A"
"2019-12-15 10:54 PM","2019-12-16 6:19 AM","404","41","4","445","N/A","N/A","N/A"
"2019-12-16 10:30 PM","2019-12-17 6:44 AM","432","62","26","494","39","331","62"
"2019-12-17 10:39 PM","2019-12-18 7:07 AM","430","78","15","508","35","271","124"
"2019-12-18 10:28 PM","2019-12-19 6:29 AM","415","63","8","481","N/A","N/A","N/A"
"2019-12-19 11:16 PM","2019-12-20 6:59 AM","414","49","7","463","N/A","N/A","N/A"
"2019-12-21 12:04 AM","2019-12-21 7:34 AM","402","43","3","449","N/A","N/A","N/A"
"2019-12-21 11:50 PM","2019-12-22 8:23 AM","459","54","13","513","96","311","52"
"2019-12-22 10:41 PM","2019-12-23 6:56 AM","447","47","21","494","83","291","73"
"2019-12-24 2:10 AM","2019-12-24 9:00 AM","393","16","1","409","N/A","N/A","N/A"
"2019-12-24 11:25 PM","2019-12-25 8:43 AM","522","33","3","558","N/A","N/A","N/A"
"2019-12-26 2:58 AM","2019-12-26 8:21 AM","285","38","18","323","45","230","10"
"2019-12-26 11:03 PM","2019-12-27 8:06 AM","500","43","4","543","N/A","N/A","N/A"
"2019-12-28 3:55 AM","2019-12-28 8:16 AM","226","35","14","261","13","157","56"
"2019-12-29 12:22 AM","2019-12-29 8:56 AM","466","47","16","513","97","268","101"
"2019-12-30 12:37 AM","2019-12-30 9:01 AM","466","32","4","504","N/A","N/A","N/A"
"2019-12-30 11:40 PM","2019-12-31 8:33 AM","490","43","32","533","76","328","86"
"2020-01-01 1:19 AM","2020-01-01 9:28 AM","435","54","18","489","65","321","49"
"2020-01-01 10:46 PM","2020-01-02 7:47 AM","482","59","28","541","115","276","91"
"2020-01-02 10:05 PM","2020-01-03 6:59 AM","480","54","35","534","106","266","108"
"2020-01-03 10:15 PM","2020-01-04 8:29 AM","568","35","5","614","N/A","N/A","N/A"
"2020-01-04 11:22 PM","2020-01-05 8:14 AM","470","62","27","532","99","270","101"
"2020-01-05 10:43 PM","2020-01-06 7:22 AM","448","70","31","518","60","312","76"
"2020-01-06 10:58 PM","2020-01-07 6:45 AM","408","59","26","467","44","302","62"
"2020-01-07 10:51 PM","2020-01-08 6:58 AM","433","54","21","487","77","236","120"
"2020-01-08 10:40 PM","2020-01-09 6:22 AM","431","31","3","462","N/A","N/A","N/A"
"2020-01-09 10:29 PM","2020-01-10 7:16 AM","477","49","14","526","101","278","98"
"2020-01-10 11:26 PM","2020-01-11 7:49 AM","438","65","26","503","23","331","84"
"2020-01-11 2:08 PM","2020-01-11 3:25 PM","76","1","0","77","N/A","N/A","N/A"
"2020-01-11 11:06 PM","2020-01-12 7:37 AM","443","68","27","511","51","250","142"
"2020-01-12 10:42 PM","2020-01-13 7:03 AM","436","64","21","500","63","294","79"
"2020-01-12 10:42 PM","2020-01-13 7:03 AM","436","64","21","500","63","294","79"
"2020-01-14 12:31 AM","2020-01-14 6:46 AM","348","27","2","375","N/A","N/A","N/A"
"2020-01-14 10:29 PM","2020-01-15 6:49 AM","468","31","4","499","N/A","N/A","N/A"
"2020-01-15 11:12 PM","2020-01-16 6:34 AM","388","54","15","442","37","283","68"
"2020-01-16 10:15 PM","2020-01-17 5:58 AM","405","58","18","463","46","288","71"
"2020-01-18 1:35 AM","2020-01-18 7:27 AM","340","12","1","352","N/A","N/A","N/A"
"2020-01-18 11:23 PM","2020-01-19 8:16 AM","467","66","21","533","65","310","92"
"2020-01-19 10:34 PM","2020-01-20 8:27 AM","502","90","33","592","92","278","132"
"2020-01-20 10:53 PM","2020-01-21 6:59 AM","428","57","12","485","83","241","104"
"2020-01-21 10:52 PM","2020-01-22 6:12 AM","389","50","10","439","37","304","48"
"2020-01-22 10:04 PM","2020-01-23 6:50 AM","457","68","24","525","121","228","108"
"2020-01-23 10:23 PM","2020-01-24 6:30 AM","428","59","22","487","92","244","92"
"2020-01-24 11:05 PM","2020-01-25 7:44 AM","480","38","4","518","N/A","N/A","N/A"
"2020-01-25 11:31 PM","2020-01-26 7:58 AM","450","57","17","507","104","264","82"
"2020-01-26 10:18 PM","2020-01-27 6:41 AM","451","52","18","503","123","241","87"
"2020-01-27 10:13 PM","2020-01-28 6:31 AM","466","32","4","498","N/A","N/A","N/A"
"2020-01-28 10:19 PM","2020-01-29 6:35 AM","473","23","1","496","N/A","N/A","N/A"
"2020-01-29 9:59 PM","2020-01-30 6:27 AM","477","26","4","507","N/A","N/A","N/A"
"2020-01-30 11:12 PM","2020-01-31 7:01 AM","420","49","16","469","75","247","98"
"2020-01-31 10:34 PM","2020-02-01 6:27 AM","409","64","18","473","67","252","90"
"2020-02-01 11:22 PM","2020-02-02 7:39 AM","429","68","21","497","70","307","52"
"2020-02-02 10:29 PM","2020-02-03 7:45 AM","474","82","36","556","59","302","113"
"2020-02-03 10:46 PM","2020-02-04 7:53 AM","493","54","3","547","N/A","N/A","N/A"
"2020-02-04 10:34 PM","2020-02-05 7:22 AM","472","56","22","528","79","325","68"
"2020-02-05 10:16 PM","2020-02-06 6:14 AM","411","67","24","478","72","262","77"
"2020-02-06 10:25 PM","2020-02-07 2:33 AM","225","23","0","248","N/A","N/A","N/A"
"2020-02-07 3:50 AM","2020-02-07 6:59 AM","179","10","0","189","N/A","N/A","N/A"
"2020-02-07 11:13 PM","2020-02-08 7:34 AM","444","56","19","500","72","291","81"
"2020-02-08 11:48 PM","2020-02-09 7:53 AM","403","81","23","484","67","259","77"
"2020-02-09 10:33 PM","2020-02-10 6:43 AM","466","23","2","490","N/A","N/A","N/A"
"2020-02-10 10:23 PM","2020-02-11 5:46 AM","367","76","16","443","82","242","43"
"2020-02-11 10:17 PM","2020-02-12 6:05 AM","423","45","20","468","70","281","72"
"2020-02-11 10:17 PM","2020-02-12 6:05 AM","423","45","20","468","70","281","72"
"2020-02-12 10:34 PM","2020-02-13 6:40 AM","458","24","3","485","N/A","N/A","N/A"
"2020-02-13 9:29 PM","2020-02-14 6:28 AM","449","90","24","539","32","334","83"
"2020-02-14 10:10 PM","2020-02-15 7:25 AM","475","80","26","555","108","234","133"
"2020-02-15 10:50 PM","2020-02-16 7:23 AM","432","80","17","512","100","237","95"
"2020-02-16 8:34 AM","2020-02-16 9:54 AM","77","3","1","80","N/A","N/A","N/A"
"2020-02-16 10:31 PM","2020-02-17 7:23 AM","459","72","27","531","59","333","67"
"2020-02-17 10:56 PM","2020-02-18 6:37 AM","407","54","23","461","43","287","77"
"2020-02-18 10:11 PM","2020-02-19 6:06 AM","406","69","15","475","39","253","114"
"2020-02-19 10:48 PM","2020-02-20 6:36 AM","435","32","2","467","N/A","N/A","N/A"
"2020-02-20 10:18 PM","2020-02-21 6:48 AM","458","52","5","510","N/A","N/A","N/A"
"2020-02-21 10:50 PM","2020-02-22 7:25 AM","458","57","25","515","101","284","73"
"2020-02-22 11:23 PM","2020-02-23 7:38 AM","437","57","19","494","98","236","103"
"2020-02-23 11:33 PM","2020-02-24 6:55 AM","392","50","15","442","72","263","57"
"2020-02-24 11:58 PM","2020-02-25 6:10 AM","322","50","23","372","67","185","70"
"2020-02-25 10:25 PM","2020-02-26 6:49 AM","446","58","23","504","88","279","79"
"2020-02-26 10:37 PM","2020-02-27 5:56 AM","417","22","0","439","N/A","N/A","N/A"
"2020-02-27 10:07 PM","2020-02-28 6:58 AM","499","32","4","531","N/A","N/A","N/A"
"2020-02-28 10:59 PM","2020-02-29 7:51 AM","502","29","0","532","N/A","N/A","N/A"
"2020-02-29 10:33 PM","2020-03-01 6:51 AM","445","52","21","497","84","304","57"
"2020-03-01 8:33 AM","2020-03-01 9:54 AM","76","4","1","80","N/A","N/A","N/A"
"2020-03-01 10:27 PM","2020-03-02 6:33 AM","440","46","23","486","88","256","96"
"2020-03-02 10:09 PM","2020-03-03 6:34 AM","455","50","3","505","N/A","N/A","N/A"
"2020-03-03 11:23 PM","2020-03-04 6:44 AM","397","43","1","441","N/A","N/A","N/A"
"2020-03-04 10:30 PM","2020-03-05 6:40 AM","442","48","24","490","80","276","86"
"2020-03-05 11:08 PM","2020-03-06 6:05 AM","397","19","2","417","N/A","N/A","N/A"
"2020-03-06 4:05 PM","2020-03-06 5:53 PM","101","7","1","108","N/A","N/A","N/A"
"2020-03-06 11:42 PM","2020-03-07 7:48 AM","396","90","20","486","57","237","102"
"2020-03-07 11:12 PM","2020-03-08 8:29 AM","507","50","35","557","89","318","100"
"2020-03-08 9:42 PM","2020-03-09 6:57 AM","498","56","24","554","97","343","58"
"2020-03-09 11:14 PM","2020-03-10 7:12 AM","442","35","2","477","N/A","N/A","N/A"
"2020-03-10 9:53 PM","2020-03-11 6:43 AM","474","53","3","530","N/A","N/A","N/A"
"2020-03-11 10:31 PM","2020-03-12 5:45 AM","382","52","29","434","76","227","79"
"2020-03-12 10:13 PM","2020-03-13 6:21 AM","428","60","19","488","46","276","106"
"2020-03-12 10:13 PM","2020-03-13 6:21 AM","428","60","19","488","46","276","106"
"2020-03-13 10:39 PM","2020-03-14 7:44 AM","510","34","3","544","N/A","N/A","N/A"
"2020-03-14 11:19 PM","2020-03-15 7:59 AM","502","17","1","519","N/A","N/A","N/A"
"2020-03-15 11:04 PM","2020-03-16 12:57 AM","108","5","0","113","N/A","N/A","N/A"
"2020-03-16 2:37 AM","2020-03-16 5:53 AM","190","6","0","196","N/A","N/A","N/A"
"2020-03-16 11:16 PM","2020-03-17 6:35 AM","371","68","26","439","32","225","114"
"2020-03-17 11:48 PM","2020-03-18 7:08 AM","367","73","22","440","42","250","75"
"2020-04-29 10:28 PM","2020-04-30 6:53 AM","464","41","2","505","N/A","N/A","N/A"
"2020-04-30 10:40 PM","2020-05-01 6:53 AM","444","49","4","493","N/A","N/A","N/A"
"2020-05-01 10:36 PM","2020-05-02 6:50 AM","455","35","2","494","N/A","N/A","N/A"
"2020-05-02 11:28 PM","2020-05-03 7:45 AM","472","25","0","497","N/A","N/A","N/A"
"2020-05-03 10:13 PM","2020-05-04 6:44 AM","444","67","23","511","107","248","89"
"2020-05-04 10:42 PM","2020-05-05 6:49 AM","410","77","23","487","90","224","96"
"2020-05-05 10:55 PM","2020-05-06 8:21 AM","482","84","28","566","128","259","95"
"2020-05-06 10:32 PM","2020-05-07 7:07 AM","465","50","21","515","116","315","34"
"2020-05-07 11:02 PM","2020-05-08 7:09 AM","401","86","27","487","67","252","82"
"2020-05-09 12:14 AM","2020-05-09 8:15 AM","418","63","30","481","72","244","102"
"2020-05-09 10:55 PM","2020-05-10 8:24 AM","523","46","2","569","N/A","N/A","N/A"
"2020-05-10 10:47 PM","2020-05-11 6:58 AM","441","50","22","491","87","299","55"
"2020-05-11 9:49 PM","2020-05-12 6:34 AM","467","58","30","525","145","259","63"
"2020-05-11 9:49 PM","2020-05-12 6:34 AM","467","58","30","525","145","259","63"
"2020-05-12 10:33 PM","2020-05-13 7:05 AM","470","37","4","512","N/A","N/A","N/A"
"2020-05-13 11:05 PM","2020-05-14 6:56 AM","391","80","25","471","32","278","81"
"2020-05-14 10:38 PM","2020-05-15 7:00 AM","439","63","29","502","68","347","24"
"2020-05-15 11:37 PM","2020-05-16 8:17 AM","484","36","2","520","N/A","N/A","N/A"
"2020-05-16 11:30 PM","2020-05-17 8:11 AM","479","41","2","520","N/A","N/A","N/A"
"2020-05-17 10:34 PM","2020-05-18 7:04 AM","475","34","1","509","N/A","N/A","N/A"
"2020-05-18 10:03 PM","2020-05-19 6:44 AM","488","33","1","521","N/A","N/A","N/A"
"2020-05-19 10:22 PM","2020-05-20 6:45 AM","423","79","17","502","94","295","34"
"2020-05-20 1:30 PM","2020-05-20 2:54 PM","81","3","1","84","N/A","N/A","N/A"
"2020-05-20 10:05 PM","2020-05-21 6:52 AM","465","61","22","526","79","301","85"
"2020-05-21 10:35 PM","2020-05-22 6:49 AM","428","66","21","494","52","347","29"
"2020-05-22 10:28 PM","2020-05-23 6:51 AM","468","35","3","503","N/A","N/A","N/A"
"2020-05-23 10:38 PM","2020-05-24 7:30 AM","460","72","33","532","130","209","121"
"2020-05-24 1:41 PM","2020-05-24 2:50 PM","51","18","5","69","N/A","N/A","N/A"
"2020-05-24 10:59 PM","2020-05-25 8:15 AM","480","76","35","556","50","304","126"
"2020-05-25 10:37 PM","2020-05-26 6:49 AM","412","79","23","491","91","235","86"
"2020-05-26 11:08 PM","2020-05-27 6:59 AM","437","34","2","471","N/A","N/A","N/A"
"2020-05-27 10:49 PM","2020-05-28 6:57 AM","447","41","3","488","N/A","N/A","N/A"
"2020-05-28 9:58 PM","2020-05-29 6:56 AM","443","95","17","538","69","269","105"
"2020-05-29 11:28 PM","2020-05-30 7:37 AM","422","66","28","488","102","205","115"
"2020-06-01 10:32 PM","2020-06-02 6:48 AM","476","20","3","496","N/A","N/A","N/A"
"2020-06-02 10:42 PM","2020-06-03 6:44 AM","453","29","1","482","N/A","N/A","N/A"
"2020-06-03 10:03 PM","2020-06-04 6:43 AM","488","32","2","520","N/A","N/A","N/A"
"2020-06-04 9:52 PM","2020-06-05 6:40 AM","493","35","2","528","N/A","N/A","N/A"
"2020-06-05 9:45 PM","2020-06-06 6:33 AM","486","42","0","528","N/A","N/A","N/A"
"2020-06-06 10:23 PM","2020-06-07 8:29 AM","521","85","32","606","76","308","137"
"2020-06-07 10:13 PM","2020-06-08 6:28 AM","418","77","23","495","25","275","118"
"2020-06-08 9:47 PM","2020-06-09 6:23 AM","486","21","1","516","N/A","N/A","N/A"
"2020-06-09 9:38 PM","2020-06-10 6:29 AM","454","77","25","531","85","283","86"
"2020-06-10 10:04 PM","2020-06-11 6:27 AM","428","75","25","503","79","264","85"
"2020-06-10 10:04 PM","2020-06-11 6:27 AM","428","75","25","503","79","264","85"
"2020-06-11 10:18 PM","2020-06-12 6:28 AM","464","26","3","490","N/A","N/A","N/A"
"2020-06-12 10:11 PM","2020-06-13 7:08 AM","501","36","2","537","N/A","N/A","N/A"
"2020-06-13 11:03 PM","2020-06-14 7:13 AM","416","74","29","490","81","260","75"
"2020-06-14 10:28 PM","2020-06-15 6:29 AM","406","75","19","481","90","198","118"
"2020-06-16 11:27 PM","2020-06-17 6:29 AM","390","32","2","422","N/A","N/A","N/A"
"2020-06-17 10:09 PM","2020-06-18 6:29 AM","462","38","2","500","N/A","N/A","N/A"
"2020-06-18 10:19 PM","2020-06-19 6:29 AM","460","29","2","489","N/A","N/A","N/A"
"2020-06-19 9:31 PM","2020-06-20 6:29 AM","505","32","2","537","N/A","N/A","N/A"
"2020-06-20 11:15 PM","2020-06-21 7:55 AM","494","25","1","519","N/A","N/A","N/A"
"2020-06-21 9:39 PM","2020-06-22 6:30 AM","447","84","29","531","127","238","82"
"2020-06-22 10:03 PM","2020-06-23 6:30 AM","424","82","32","506","77","228","119"
"2020-06-23 9:55 PM","2020-06-24 6:26 AM","478","30","2","511","N/A","N/A","N/A"
"2020-06-24 10:01 PM","2020-06-25 6:28 AM","488","19","1","507","N/A","N/A","N/A"
"2020-06-25 10:01 PM","2020-06-26 6:31 AM","472","36","3","509","N/A","N/A","N/A"
"2020-06-26 10:52 PM","2020-06-27 7:35 AM","422","101","24","523","87","277","58"
"2020-06-27 9:54 PM","2020-06-28 8:08 AM","540","74","38","614","164","301","75"
"2020-06-28 9:14 PM","2020-06-29 5:48 AM","433","81","29","514","93","214","126"
"2020-06-29 10:31 PM","2020-06-30 6:30 AM","444","34","3","478","N/A","N/A","N/A"
"2020-06-30 9:49 PM","2020-07-01 6:22 AM","412","101","27","513","28","302","82"
"2020-07-01 10:11 PM","2020-07-02 6:28 AM","417","80","20","497","79","308","30"
"2020-07-02 10:27 PM","2020-07-03 6:58 AM","461","50","30","511","99","250","112"
"2020-07-03 10:22 PM","2020-07-04 7:29 AM","459","88","30","547","88","279","92"
"2020-07-04 10:54 PM","2020-07-05 7:03 AM","392","97","15","489","81","255","56"
"2020-07-05 10:11 PM","2020-07-06 7:04 AM","445","88","33","533","94","257","94"
"2020-07-06 10:43 PM","2020-07-07 7:05 AM","420","82","31","502","78","250","92"
"2020-07-07 9:10 PM","2020-07-08 6:36 AM","465","101","39","566","109","202","154"
"2020-07-08 9:46 PM","2020-07-09 7:33 AM","497","90","32","587","117","246","134"
"2020-07-09 11:26 PM","2020-07-10 7:34 AM","423","65","30","488","73","276","74"
"2020-07-10 10:28 PM","2020-07-11 8:39 AM","536","75","28","611","83","301","152"
"2020-07-10 10:28 PM","2020-07-11 8:39 AM","536","75","28","611","83","301","152"
"2020-07-11 11:01 PM","2020-07-12 8:00 AM","453","86","24","539","81","334","38"
"2020-07-12 11:01 PM","2020-07-13 8:00 AM","451","87","24","538","102","274","75"
"2020-07-13 10:13 PM","2020-07-14 7:59 AM","501","85","34","586","59","358","84"
"2020-07-14 10:28 PM","2020-07-15 6:55 AM","424","83","24","507","83","237","104"
"2020-07-15 9:46 PM","2020-07-16 9:18 AM","594","98","44","692","113","337","144"
"2020-07-16 10:37 PM","2020-07-17 8:02 AM","527","36","2","564","N/A","N/A","N/A"
"2020-07-17 9:49 PM","2020-07-18 8:11 AM","566","56","4","622","N/A","N/A","N/A"
"2020-07-18 10:03 PM","2020-07-19 8:07 AM","562","42","1","604","N/A","N/A","N/A"
"2020-07-19 10:33 PM","2020-07-20 7:52 AM","485","73","38","558","32","389","64"
"2020-07-20 10:14 PM","2020-07-21 7:56 AM","483","99","34","582","59","300","124"
"2020-07-21 11:22 PM","2020-07-22 8:08 AM","462","64","28","526","78","283","101"
"2020-07-22 11:33 PM","2020-07-23 8:06 AM","431","82","30","513","49","349","33"
"2020-07-23 10:21 PM","2020-07-24 5:58 AM","380","77","21","457","20","340","20"
"2020-07-24 9:52 PM","2020-07-25 7:52 AM","518","82","31","600","78","338","102"
"2020-07-25 11:44 PM","2020-07-26 9:01 AM","472","84","25","556","81","299","92"
"2020-07-26 10:04 PM","2020-07-27 8:05 AM","544","53","2","600","N/A","N/A","N/A"
"2020-07-27 10:37 PM","2020-07-28 8:08 AM","520","51","2","571","N/A","N/A","N/A"
"2020-07-28 11:14 PM","2020-07-29 6:59 AM","394","71","33","465","58","220","116"
"2020-07-29 10:43 PM","2020-07-30 8:02 AM","464","95","41","559","74","210","180"
"2020-07-30 10:39 PM","2020-07-31 7:58 AM","456","103","29","559","72","308","76"
"2020-07-31 11:01 PM","2020-08-01 7:53 AM","446","86","29","532","56","309","81"
"2020-08-01 11:09 PM","2020-08-02 8:44 AM","491","84","29","575","79","340","72"
"2020-08-02 10:33 PM","2020-08-03 6:58 AM","425","80","26","505","78","260","87"
"2020-08-03 10:14 PM","2020-08-04 7:29 AM","488","67","29","555","71","289","128"
"2020-08-11 11:27 PM","2020-08-12 7:56 AM","479","29","3","508","N/A","N/A","N/A"
"2020-08-12 11:40 PM","2020-08-13 8:06 AM","478","28","2","506","N/A","N/A","N/A"
"2020-08-13 10:27 PM","2020-08-14 6:25 AM","449","29","1","478","N/A","N/A","N/A"
"2020-08-14 9:35 PM","2020-08-15 8:37 AM","572","89","39","661","46","380","146"
"2020-08-16 1:50 PM","2020-08-16 3:04 PM","61","13","0","74","N/A","N/A","N/A"
"2020-08-16 9:40 PM","2020-08-17 7:17 AM","494","83","38","577","122","244","128"
"2020-08-17 8:59 PM","2020-08-18 6:01 AM","493","48","3","541","N/A","N/A","N/A"
"2020-08-18 9:53 PM","2020-08-19 6:08 AM","470","24","2","494","N/A","N/A","N/A"
"2020-08-19 9:51 PM","2020-08-20 6:46 AM","460","75","23","535","48","311","101"
"2020-08-20 9:48 PM","2020-08-21 6:08 AM","456","44","33","500","77","291","88"
"2020-08-21 9:35 PM","2020-08-22 6:01 AM","464","42","26","506","126","193","145"
"2020-08-22 10:48 PM","2020-08-23 7:08 AM","437","63","32","500","65","245","127"
